,title,review,stars,verified,helpful,date,amazon_id,id
213,You do not need to buy this,"First the positive: We have a meter and the box does reduce the EMF reading. However, this box is unnecessary. I paid $79 plush shipping for what is basically a file holder that you can buy at Walmart for less that $10 (see picture). It does come with a base, but it performs the same with or without it. Furthermore, although it reduced the EMF from my 5G dual band router, it reduced the 2.4g to where it would not even work in the next room. If you. have a dual band router, you are better off just disabling the 5g, otherwise you can just buy a file holder for $10 for the same results.",2,0,16,2019-09-15,B01IJD22YG,213
214,Four Stars,I got just what I expected. It served its purpose,4,1,4,2017-01-28,B01IJD22YG,214
215,Feeling safe and secure,"Super fast delivery. Delivery date shows Nov 27-Dec 3, and I received it today (Nov 23). Thank you so much! I read a lot of reviews on Amazon and the Internet; and watched the videos showing how it blocks the radiation. The videos were very convincing and sealed the deal for me. My router is in my bedroom, so I feel safer knowing the radiation is being blocked.

A lot of people were concerned about the wifi signal being reduced or even blocked. In fact, there's a one page helpful explanation that comes in the package as well. So, before I did anything, I checked my wifi speeds.

I went to speedtest.net and tested without the guard. My download and upload speeds were 15 and 10. I put the guard on and speeds were 98 and 11. WHAT?! I was expecting to see less not more. Okay, I tried again. Same thing.

I started testing by alternating between the guard on and the guard off. 7 tests in a row with the guard on. 7 tests in a row with the guard off. The numbers were very consistent for both.

Guard off: DL - 15, UL - 11
Guard on: DL - 14, UL - 10

I just did another test with the guard on and I got 15 for DL and 11 for UL. So the wifi results with the guard on could be the same as the results with the guard off. It's a very small difference, if at all.

I think the creator should do a video testing the wifi speeds and showing the results. That should alleviate a lot of concern. I feel a lot better after testing mine. 5 stars for super fast delivery, a radiation free bedroom and minimal effect on my wifi speeds. Many thanks!",5,1,7,2018-11-23,B01IJD22YG,215
216,Doesn't fit.,Doesn't fit. Can't close it.,1,1,15,2016-09-07,B01IJD22YG,216
217,Remember 5g is here,It does not work. It is a shame that someone would even claim and sell a product like this. Don`t waste your money. Save your money and make one yourself. This does not work at all with 4G and % G is being rolled out. It will go thru that like a hot knife thru butter,1,1,17,2017-12-07,B01IJD22YG,217
218,Makes the voices go away -- plus stops 5G from giving you covid!,"This is saving me so much in aluminum foil, which I previously used every day to wrap my entire body in order to keep harmful photons out. Of course, I don't mind high-energy photons like visible light, only the lower-energy wifi and 5G ones that pass through flesh without doing anything. This stops the 5G cancer rays at the source, which also gets rid of the voices! Never mind that 5G doesn't come from routers, I can feel it working and nobody can convince me otherwise. Gonna get one for my refrigerator next, to protect myself from all the harmful coolant-compression waves!",5,0,3,2020-12-03,B01IJD22YG,218
219,Oh Come on.,"You're not going to get good reviews from verified purchases, because if you're gullible enough to buy this, you don't really know what you're talking about.

First: Look at it. It's a wire inbox tray like you'd buy at an office supply story. It's just been repackaged and marked up 5-10x.

Second: I hate to have to tell you this, but ""EMF sensitivity"" is a made up thing. There's no evidence for it.

Third: Wifi is EMF. If you don't want EMF in your house, you can't have wifi. If you have wifi, you have EMF.",4,0,1,2020-12-03,B01IJD22YG,219
220,"Doesn't work, will never work. This is a sham product.","So if you are getting it to reduce EMF than great, it will work. It will make your wifi work worse, but it will work. If you are getting it in order to eliminate EMF while still having wifi I have bad news for you... you have to either pick between Wifi and having no EMF from wifi. You cannot have WIFI without having EMF. If you're getting any signal at all you still have EMF.",1,0,6,2019-11-09,B01IJD22YG,220
221,Works but there<U+0092>s alternatives,"The box itself works very well to block EMF as per my meter. I noticed some reviews received boxes without wiring opening.... that<U+0092>s because these same metal mesh boxes with hinged tops are paper trays that can be found in office supplies for a fraction of the cost ($18). I personally bought a desktop hanging file organizer ($11) in the same metal mesh for my router & Arlo base. I added an mdf bottom lined with aluminum tape, fastened with zipties. An opening can be easily cut out with wire cuters and duck tape on the edges to prevent snags in the wiring.",5,0,4,2019-01-08,B01IJD22YG,221
222,Stops the government from tracking your Wi-Fi,Reduces signal enough to stop the government van in my alley from tracking my Wi-Fi. Still showing some Wi-Fi and other RF interference in my bedroom that's been disturbing my sleep so I need to shield the walls with EMF blocking material. Fortunately this month the item included a free to tin foil hat I can wear until I EMF shield the whole house with a retractable polycarbonate wire mesh RF blocking dome.,3,0,5,2018-09-23,B01IJD22YG,222
223,Helps a little,"I bought this directly from their official website. Got the larger model. I tested the EMF from about 3 - 4 feet from the router. With the box it went down from 6V/m to 2.5V/m, but closer to the router it still recorded 6. So it does help a little but not as much as reducing 95% of EMF as claimed.

Edit: Added one star because in other rooms the readings improved from 1.5 to 0.4 so that was very good considering the wifi was on. Just in close proximity it is still high. I also found out the apple tv emits at 6V/m so it could have affected my first readings. Turn off your apple tvs!",4,0,1,2019-01-28,B01IJD22YG,223
224,This is a document tray,"This is just a repurposed document tray
Also 5G is safe, see the research
If this really ""blocked 5G"" you wouldn't have WiFi",1,0,3,2020-12-02,B01IJD22YG,224
225,theres this wonderful thing called router settings,and in this magical control panel you can disable the wireless radios. but... if you feel compelled to be seperated from ~$70 by all means go for it.,1,0,1,2020-12-03,B01IJD22YG,225
226,Scam,This device is a total scam. Don't waste your money.,5,0,1,2019-06-14,B01IJD22YG,226
227,One Star,"Was so excited to use it and when I enclose my router in the cage, I have no internet.",1,0,1,2018-02-11,B01IJD22YG,227
228,Stops the Devil,I was seeing porn on my computer that would stream into my home via the internet. I placed my router inside the Router guard now there is none of that evil porn invading my personal space! Or any internet what so ever.,5,0,5,2018-03-28,B01IJD22YG,228
229,LOL!,LOL!,1,0,5,2018-01-20,B01IJD22YG,229
230,Personally I want excellent signal strength over my entire 2 acre lot,Why on earth would you want to castrate your wifi signal? Personally I want excellent signal strength over my entire 2 acre lot.,1,0,10,2018-05-26,B01IJD22YG,230
231,This is joke right?,This has to be a joke product created to make fun of the smart meter conspiracy nuts right? If this was an actual faraday cage that could block electromagnetic radiation then it would block your wifi signal. How can people be so scientifically illiterate that this joke would work?,1,0,413,2019-04-27,B07MXD75TR,231
232,It works,"I was very skeptical about it, but my wife made me buy it. So i decided also get a EMF tester and check it out if it works. Results are clear. It works!",5,1,83,2020-01-17,B07MXD75TR,232
233,This Physics Guy Says It Works Fine!,"I taught Physics for close to 40 years and can vouch for this product's effectiveness. It reduced the electromagnetic output. Our living room, kitchen and two bedrooms were still covered via Wifi, but our remote bedroom was not. Just what I wanted. This is a simple Faraday cage big enough for Comcast modem/router towers. Tip: Use the base as the top for the Comcast tower and everything fits fine. Don't accept 5G routers. They will give off a lot more energy since the emitting frequency is higher. Our router is 4G, so that was not a problem. 5G has an unproven record of safety so do not upgrade your phone until more studies are done.",5,1,56,2020-05-23,B07MXD75TR,233
234,Works as advertised,"I tested the wi fi signal strength from an Xfinity router using a Cornet ED78S RF meter before placing the router in the cage. The signal was full strength red in the danger level from 4 feet away. After placing the router in the cage and properly routing the wires and cables the signal was now in the green (as low as it could go) from 4 feet away. Only after placing the meter on top of the metal cage did I read signal strength in the yellow (safe zone). This product worked exactly as advertised, reducing the Rf by 95%. I Tested the wi fi with my cell phone upstairs as far from the router as I could get, still had full signal. I highly recommend this product if you want to protect yourself from harmful RF radiation.",5,1,83,2019-09-10,B07MXD75TR,234
235,It does not work!,"We tried this cage. It does not reduce the signal at all on either of my routers. Returned it, and put them into a solid metal box, now I can tell the signal is half what it was. Do not purchase this item it is a ripoff. Seller is making money either way by charging a ship/handle fee of 25.00 that they did not refund!",1,1,44,2019-06-23,B07MXD75TR,235
236,Decreases WiFi signal,The box does work at keeping radiation in but also WiFi will not work unless your in same room as router! It decreases the signal by 90%!! We really wanted to like it but it was impossible to use our phones in any other room of the house. Also the seller keeps the shipping fee $25 so that was annoying,1,1,33,2019-10-28,B07MXD75TR,236
237,Hard to get the router in but works great,The xfinity router barely fit but it works great.,5,1,27,2019-05-08,B07MXD75TR,237
238,Seems to be working!,"Since Covid 19 and kids learning online, I was getting concerned that our router was on the same desk that our 7 year old was using the desktop computer. I also was noticing myself getting headaches. After a little research I felt this router guard would be the best way to go since we weren't able to move the router to a different room. It fits perfect over our router. It looks neat and best of all I feel safer sitting next to it. Sure, it might all be in my head, but I haven't had any headaches since we got it. The wifi isn't as strong across the house and our adult child thinks we got this so he wouldn't be on his phone all night long. It's a win win and I'm very happy with my purchase. Thank you!",5,1,15,2020-06-10,B07MXD75TR,238
239,This product is a perfect example of how to rip off people who fear misinformation about RF.,"If it is dark outside, do you turn on your lights and then lock them in a closet. Light is a form of radiation, but if you put a basket over the table lamp in your bedroom, your room will be dark but you won't be getting RADIATED by you nasty light bulb. My goodness, think about this.. It costs next to nothing to produce this product and it weights nothing. So you pay for the manufacturing and the shipping plus some profit with the $25.00 shipping charge and then find out that your WIFI doesn't work anymore around your house. Thats probably because you could have saved lots of time and money by just putting it in your neighbors garage or basement. How much light do you think you would get from a standard lightbulb if you reduced its output by 95%. Not enough to read by, but that is what your doing when you put your WIFI Router inside of this cage. What do you do when you go to Home Depot or McDonalds or anywhere else, where there is free WIFI like the MALL????. You can't get away from it no matter where you go so lets understand, its not dangerous and if you think it is, you have more problems than WIFI in your life. Anyone who pays good money to buy this product or any of the other items like the Electric Meter Shield need to go see a shrink about their paranoia... I am suprised they don't include tin foil to wrap your head in at no additional charge.. I think I will start selling those and see if I can get rich with that product....",1,1,40,2019-12-27,B07MXD75TR,239
240,Shielding is Minimal at Best,"I bought the Smart Large WiFi Router Guard for use in my home office. For several reasons beyond my control, the router must be near my desk/work station. My ASUS router is located on a metal filing cabinet approximately 36"" from my head, depending on the position of my chair.
As a safety measure, I have placed my router on the floor in between the filing cabinet and the wall. Using a CORNET RF meter, I have signal strength at my work position of about 0.0270 to 0.800+, with an occasional spike over 1.0. mW/m2 range. 1.0 is considered by many to be the max safe limit for continued exposure. Most of the readings are in the 0.300 - 0.500 range.
With the router on top of the filing cabinet, the mW/m2 range is around .690 to 3.00 with slightly higher spikes.
With the shield on, I get 0.600 to over 5.00.
The attached photo shows that the router shield is properly installed, yet a reading of 126.4 is shown. I realize the meter is very close, but I wanted readers to see that a high level of RF escapes the cage.
I doubt if its operator error.
I will continue to test and report if I get different readings in the future. I'm considering sending the unit back for a refund. I gave it two stars for the quality construction.",2,1,6,2020-09-18,B07MXD75TR,240
241,Easy Installation,I like the ease in installation where I didn't need to unplug or move any wires connected to my router :just placed the router in the cage and slid the cage cover onto the base . As I live next to high voltage electric lines which create an EMF I feel more comfortable in the house with this product which blocks most of the radiation from the wi-fi router instead of adding to what is already present from the power lines.,5,1,5,2020-04-07,B07MXD75TR,241
242,RF Radiation and Electrical Safety,"WHAT IS THE SAFEST DISTANCE FROM MY ROUTER INSIDE THE ROUTER GUARD TO BE SAFE FROM RF RADIATION ? Since I do not have an expensive RF meter, I am just curious on your safety tests before releasing this product to the market. The router guard barely fit my xfinity router. After several tries I manage to fit the wires. I insulated the electrical power wires preventing it from being shorted to the sharp galvanized sheet metal open slot edges. This is an electrical safety hazard and should be insulated. Please reply.",3,1,5,2020-05-05,B07MXD75TR,242
243,It definitely cuts the emfs substancially.,"Very happy with it, we tested it and emfs are much lower.",5,1,8,2019-11-12,B07MXD75TR,243
244,Legit Cage,"I bought two Faraday cages this one and another one. The other lowered the EMF's as I measured it, but it still was beeping red. then I put this one on and my meter didn't register any red. so I'm pretty sure this one is close to blocking 95 to 100%. I will keep this one and send back the other.",5,1,4,2020-09-10,B07MXD75TR,244
245,Doesn't fit.,"This product does not fit the new xFi routers from Xfinity. Sadly, I<U+0092>ll have to return.",1,1,7,2019-10-17,B07MXD75TR,245
246,WiFi is dangerous,Keeps my head from hurting when i get microwaved for 34 hours a day ... 5G street lights kill you ...,5,1,7,2020-02-06,B07MXD75TR,246
247,"Works, but does not reduce the RF signal by 90%","Large WiFi Router Guard promis reduce about 90% of RF, but after putting the modem in the box I measured the RF and eliminates about 20%.
If I want to reduce the RF to an acceptable limit, then it is necessary to turn off the wifi both on the device and on all receivers of the wifi signal.",3,1,4,2020-07-04,B07MXD75TR,247
248,"It works, my plant proves it!","I purchased this because my router and associated satellite/cable equipment where in a corner where I had several large plants. The plants were dying, someone told me about this WIFI router guard. Problem solved! I highly recommend this product.",5,1,4,2020-05-28,B07MXD75TR,248
249,size,"size is good, but I believe do not reduce all spectrum of wavelength, for instance not really reduce 4G, e.g., the reception without the box around 130 and with box 110-120mps. not really cheak on 5g, but 5 G anyway can't penetrate the wall and glass... the 3G reducing 100% (I checked), but everywhere now is 4G",3,1,0,2020-09-16,B07MXD75TR,249
250,It works!,"The block is great, however, I have to remove my router out of the cage for my son's IPhone and laptop. I'm not sure why? Otherwise, it really blocks
the wave.",5,1,1,2020-06-19,B07MXD75TR,250
251,It works,Just bought a few days ago. I was easy to set up. I tested with my EMF meter and it seems to have reduced the reading by about 80%.,5,1,0,2020-11-01,B07MXD75TR,251
252,Helps Some,"I used an EMF app to record the before and after. Before 86/100, afterwards 74/100. So it definitely helps some of the radiation. The WIFI signal to devices was still strong.",3,1,0,2020-09-14,B07MXD75TR,252
253,It works!,I checked with a rf meter. The thing is legit!,5,1,1,2020-11-03,B07MXD75TR,253
254,wi fi router guard,Very easy to set up.,4,1,0,2020-08-06,B07MXD75TR,254
255,Works as advertised,I have a meter and measured the signal to confirm the performance.,5,1,0,2020-10-15,B07MXD75TR,255
256,This device increases your exposure to electro-magnetic radiation!,"A cage that reduces the signal strength of transmitted power will also reduce the strength of received power. This means that the signal transmitted by your phone, laptop, smart watch, fire stick, or other Wi-Fi device needs to be more powerful to penetrate the shield.

Many people don't realize that the body absorbs thousands of times more radiation from the personal devices close to our bodies than from the routers, small cell sites, or towers that are much farther away. This is because wireless signals dissipate at the square of the distance they travel.

Many also don't realize that wireless devices adapt their signal power internally according to the distance the signals have to go and the interference they encounter. Wireless devices measure received power and tell the device on the other end to turn it up or down until it gets into the optimal zone for high speed transmission and minimum battery drain.

If you shield your router, it will tell your personal device to increase its transmitted power level. That causes your body to absorb more radiation. This device doesn't protect you from your phone.

I suspect that the people who fear EMF energy aren't looking to increase their exposure, but that's what will happen if you use this thing. It's a scam, and a hilarious one at that. Maybe I should go 2 stars for the lulz.",1,0,3,2020-11-30,B07MXD75TR,256
257,Does Nothing but good for the world,"It stopped my nosebleeds, cured cancer, and whatever. I put my wifi router in it and measured signal output and it was the same with our without the Router Guard. Turns out WiFi cures cancer!",1,0,24,2019-03-25,B07MXD75TR,257
258,MUST BUY IF YOU DONT WANT CANCER,i own a HF-35 c radio frequency analyzer and without the faraday cage it peaks my meter at a reading somewhere over 2000( anything over 10 breaks up dna strands) and with the cage it slashes the reading down below 100. stays around 50 1 foot away and 3 25 feet away .And I also found out that when you're using the cage the model Wi-Fi radiation your laptop or anything utilizing the Wi-Fi is greatly diminished as well because your phone is just repeating the same signal that's coming out of the router but if the router signal is greatly diminished that's going to be the signal that's reproduce through your device. I highly suggest everybody that owns Wi-Fi get one of these it should be mandatory from the government for people to own these,5,0,18,2019-06-07,B07MXD75TR,258
259,This item is a scam.,"This is a scam. It doesn't block 5G which is a name of wireless data standard. It is something mobile phones will use, not house routers. And it's not a Faraday cage which, if it was real, would block all signals and make your router unusable. This is a box. You're basically doing the same as placing your router in a cardboard box. Only since it's metal you are ruining wifi performance and get zero benefit from made up danger of 5G.",1,0,12,2020-12-01,B07MXD75TR,259
260,Great wastebasket. Priced a little high though.,I can fit entire reams of paper in there! The rectangular shape does impact your free throw but if you're trying to improve your game this is a great challenge over a round wastebasket. And your important documents will be unaffected by 5G!,5,0,9,2020-12-02,B07MXD75TR,260
261,This is a scam.,"This is nothing more than a wire file folder rack and some sheet metal. If you bought one of these, you've been conned. If you're thinking about buying one of these, don't waste your money.",1,0,9,2020-11-30,B07MXD75TR,261
262,Complete Sham,"I feel completely duped. Against my better judgment I ordered this thing as it was recommended by multiple websites and blogs I trusted. I have a meter to measure this sort of radiation and found my skepticism to be well warranted. IT DOES ABSOLUTELY NOTHING TO REDUCE RADIATION. Seemed to good to be true and it was. As far as I'm concerned all the 5 star ratings are fake, don't get conned.",1,0,12,2019-12-30,B07MXD75TR,262
263,Works perfectly and then some!,"This thing is amazing! It does exactly what it says on the box and blocks out all the 5G, it keeps you safe from developing autism as a side effect of the Covid vaccine, it stops my kids from downloading porn on their computers, and it even stops me from getting so much spam email! Perfect 5/7 would buy again.",5,0,6,2020-12-02,B07MXD75TR,263
264,Reduces Wi-Fi signal but measurably reduces EMF,"It was hard getting this delivered, which I'm guessing was due to high demand. Lots of backs and forth with the seller. Great product. Came with a little ding but no biggie. It blocks my wifi such that I cover the router at night, keep it open when I'm streaming. If I go further than 10 feet with this cover on, goodbye wifi.. That is more noticeable on my Samsung Galaxy 9 Plus vs HP Laptop, which seems unaffected.",5,1,1,2020-09-05,B07MXD75TR,264
265,"i was sick all the time, but this cured me",chemtrails from the nearby pizza place were making me sick with 5G. once i installed this i was healthy again. my iq dropped 20 points but its worth it,5,0,24,2020-12-02,B08F3VWZD1,265
266,Works for me!,"First, it arrived fast, and even included the gloves that were in the picture, nice touch!
After 25 years in the cellular business, I am keenly aware of the negative effects of spurious radiation, and have been looking for products to reduce RF emissions in my home. This cage did the trick, and the best part is there was zero impact on my wifi signal strength.
So far so good. Would recommend.",5,1,1,2020-11-15,B08F3VWZD1,266
267,For real?,So happy to hear this is a real product. Lol. Please tell me people are not this stupid.,1,0,17,2020-12-03,B08F3VWZD1,267
268,I can sleep again!!,"So here<U+0092>s the deal. I have always slept perfectly fine with the occasional night of insomnia due to anxiety or stress. I moved in two a house two years ago and developed multiple sleeping problems. Insomnia for days. I would be so physically exhausted but couldn<U+0092>t fall asleep. And recently, I didn<U+0092>t sleep for an entire week, besides a couple hours here and there. I was hallucinating, feeling depressed, losing my mind. I had to go back home to my parents house to finally get some rest. Well. When I returned back to my house the sleeping problems continued again. My parents and I figured out it was probably the SMART METER that<U+0092>s right outside my room!!!! I am very sensitive to any medication, cell phone radiation, etc. this made perfect sense. I received the meter a few days ago and put it on the meter outside my room. That night I slept okay, I slept for 5 hours straight, only waking up once, then falling back asleep. I was super excited I actually slept for a decent amount of time through the night! Well. Last night, I slept for 8 hours straight without waking up!! I do not think it is placebo effect because I still worry I won<U+0092>t be able to sleep when I get in bed... but I did. I truly believe it is because of this smart meter cover and I can<U+0092>t thank you all enough!! I am a student and in class from 8-530 every day. When I wasn<U+0092>t getting sleep, it was miserable. I am feeling much better now and I just wanted to thank you all for making this smart meter cover!!!! ??",5,1,124,2019-02-14,B075KMT5HW,268
269,"Works, easy to install",Super easy to install - I measured with a Cornet meter and the reading was almost zero after installing the cover. Very satisfied,5,1,90,2018-07-20,B075KMT5HW,269
270,Perfect fit for a great product,I am truly satisfied with this device. It arrived in perfect condition even though it could have been easily deformed. It fits the meter like a glove and is easy to put on and take off. If I needed more I would certainly buy this product again. See my photo.,5,1,77,2018-02-27,B075KMT5HW,270
271,"Does not fit for smart meters for LADWP in Los Angeles, CA.",This is very well constructed and a great product. Unfortunately it does not fit my meter; it is not large enough. It needs to be slightly larger in order to go around the meter clamp. (Currently it is exactly the same size as the meter clamp.) I contacted customer service and they said they are constructing new ones that will fit and they should be availble starting in November. They have AMAZING customer service!,5,1,51,2018-09-09,B075KMT5HW,271
272,Not very effective according to our trifield meter - better to build one yourself,"Gave this a chance since we were looking for a smartmeter Faraday cage for my daughter's science fair project. Even when we covered the hole/gap with EMF blocking tape and also taped it to our smartmeter this leaked alot according to our meter. Her comparison cages that she made herself out of things like aluminum screening worked BETTER at blocking harmful radiation versus this expensive made in China type knock off. And that is despite the aluminum one having been a fairly crude model. In this case you do NOT get what you paid for. I would try returning this but do to not having tried/tested it until her Science fair it is probably way past time. I could post pics later of our readings using different materials. There is a different one of these for sale NOT called a 'cover' I think it's called a shield, that does NOT have a hole... Unfortunately I think you have to pay almost double than this... I CANNOT recommend this as it let a LOT of pulses through... Remember the pulses may take a long time to send again... Sometimes they come fast sometimes they may take 30plus minutes and you might *think* oh wow this is working but if you wait long enough (we set the meter on a table set up near the smartmeter so we would not have to continuously expose ourselves to EMF etc) you will see this doesn't make much difference at all. Highly dissatisfied.

Finally, if you are getting one of these to protect your family don't forget that covers/shields do nothing to mitigate the dirty electricity these meters produce... For that they sell filters that plug in the wall or somehow connect to the circuit breaker/electrical wiring of your home. Both are pretty expensive but worth it for health.

Also dont forget WiFi is bad too so if you are not able to completelygo wifi free by using Ethernet cords due to the expense or inconvenience (I am in a two story house and haven't gotten around to rewiring the house yet) at minimum unplug your router at night so atleast your body can attempt to heal and repair during sleep.

Cell phone should be used only (or as much as possible) on speaker only... Preferably carried only on airplane mode ... I know this is NOT convenient and I can't always do it because of having kids in school, I need to be reached so can't use airplane mode when they are not with me ...but whenever possible do NOT have your cellphone on your body or too close... It is CONSTANTLY sending radiation out as it gets to search for the nearest cell tower...

Look into 5G and how bad it is... I suggest stop5G group on FB for more info on that.

Bluetooth is also bad fyi... Avoid whenever possible.

Be safe!!

There are about 10,000 plus studies on the dangers of EMF... Worldwide... The info is out there... US has needed for years to review and lower what they call their safety limits... It is way above the danger/damaging effects to humans level... Unfortunately lots of $$$ would be lost if we made these corporations like telecommunications have to be more honest about the effects of EMF etc on our health...

Finally, don't ever put iPads or laptops in your lap... All this type of radiation can damage your fertility and is cancer causing etc...

Buyer Beware...",1,1,27,2020-01-30,B075KMT5HW,272
273,Seems to diminish EMF,Very pleased with this product and so glad I didn't need to spend $140 to solve this problem (that's just price gouging as far as I am concerned). I have a smart meter on my bedroom wall and I noticed improvements in my sleep immediately after putting the cover on. Thanks!,5,1,47,2018-08-05,B075KMT5HW,273
274,"Was correct dimensions, but not snug fit","This was shipped very fast. It is made of good quality material. It was exact dimension of the metal round opening that houses smart meter. However, the fit was not snug so I had to use some waterproof tape on a few places to make it secure. Tightening it with a nut and bolt, which is not provided would not have worked. There wasn't enough lip on the round opening to attach the cover to. I do not have an RF tester so I do not know if it's actually working. It is touching metal to metal and should be grounded. The notch opening on it was not needed on my meter.",4,1,41,2018-02-26,B075KMT5HW,274
275,Great price and product!,Well made product. We bought it for our neighbor's new smart meter as it was facing 2 of our bedrooms. It was an opportunity to share some information with them. We did begin sleeping better after installation. So thankful for the reasonable price!,5,1,31,2018-11-18,B075KMT5HW,275
276,Quality construction!,Great price for a great product! Quality seam welded construction. Not cheaply built at all. Very satisfied!,5,1,34,2018-02-02,B075KMT5HW,276
277,What the power company doesn<U+0092>t tell you.,Perfect solution from getting fried by the power company. Looking for blanket to cover panel.,5,1,11,2018-06-30,B075KMT5HW,277
278,UPDATE: IMPORTANT!,"My first review starts where the asterisk is, below.
I was going through something idk what.
I felt kind of depressed, no motivation, no energy, my home was a mess.
I'm okay most of the time, I do have depression but it made no sense and I was just so TIRED.
I put the meter cover on (see below).
That's been 4 or 5 days ago now something like that.
I JUST NOW realised I felt completely better all of a sudden a day or two after the cover went on.
I can't describe it...I was deteriorating to the point of lethargy.
Now I'm myself again.
I really think the virus is actually last minute work on 5g.
I mean, I haven't seen any sick people but I HAVE seen privately owned utility trucks, empty cartons of LED bulbs outside of schools, and odd computer glitches (this morning while making a deposit the drive thru atm cancelled my transaction right in the middle of it, stuff like that).
Get one.
I don't know why I felt so done.
I dont know why I feel like myself again so suddenly.
But deductive reasoning says the one thing that happened that may have helped was putting the cover on my meter.
Whoa.

*It is just fine except in my neighborhood it's doomed.
As soon as some fool notices it I guess it'll just get pulled right off.
It's snug but meter glass has slight slope inward.
I used a locking nut and filed the screw all to hell but that won't matter.
Well, will enjoy while I have it.",5,1,5,2020-03-21,B075KMT5HW,278
279,"Everyone should have one of these, but they are probably over-priced too","I'm not sure why these are so expensive, but this was the best one I could find. It didn't seem to do as good of a job at reducing radiation as the $6 metal garbage cans have been using to shield my electronic devices, but this may not be the fault of the product. I have heard from other sources that utility companies started designing their smart meters to increase signal strength if they sense that the signal is getting blocked by something. If this is true, it basically defeats the purpose of putting one of these on. I think it might still be reducing the signal a little bit though, maybe to 1/2 vs the reduction to 1/20 I'm getting from those metal waste baskets.

My main issue is that I think everyone is over-charging for these. I bet I could charge $200 for those $6 waste baskets if I could keep people from figuring out that they are just waste baskets! This is just a little bit of thin metal mesh shaped like a meter, so it's basically worthless as far as the materials are concerned.

So I gave the high number of stars because I think this is a great product that lots of people need, but I took off one star for it being really over-priced for what you are actually getting.",4,1,3,2019-08-12,B075KMT5HW,279
280,"Placebo or not, im interested","I have a smart meter right above my room, I was always trying to figure out why I wake up about 4 times per night. After installing this guard I only wake up once and dont have bags under my eyes.",5,1,13,2018-12-31,B075KMT5HW,280
281,Seems like a great product!,"I ordered one of these to cover my smart meter. I do not have any way of actually testing if it reduces signals created by my meter. I can say that this is well built, and I do not see any reason as to why it would not work. I did have to install both foam insulation strips to get this to securely fit my meter. My meter was provided by Xcel Energy.",5,1,6,2018-12-11,B075KMT5HW,281
282,Does not reduce anything,Purchased this along with an emf tester. It is not blocking anything. Very disappointing.,1,1,6,2020-09-02,B075KMT5HW,282
283,"It works, the nightmare is mostly over.","It really does work, and this is the next best thing to removing the smart meter entirely. Unfortunately there is no opt-out program here in Pennsylvania, so switching out the meter for an analog one is illegal. I felt the difference immediately after installing this meter cover. It comes with 2 pieces of foam as well as an adjustable nut and bolt to make sure that it fits snugly. If you are handy with making things, you could probably buy the materials to make your own for a third of this price. That's really the only complaint that I have though. Thank you!",5,1,4,2019-09-19,B075KMT5HW,283
284,"Easy Install, Responsive and Knowledgeable Seller","Exactly what I was looking for. Cover arrived quickly and installation was easy--simply slide it on the meter. Detailed instructions, and extra padding included for a more snug fit if needed. Seller very responsive to questions and very knowledgeable. My Cornet 88 measured immediate, clearly noticeable drops in electric field and RF spike power. Mag fields lower as well. Price is great.",5,1,8,2018-08-24,B075KMT5HW,284
285,It fit my smart meter perfectly with the included insert,"I had no trouble installing this. It came with 2 different thicknesses of foam to tighten up the fit if it's too big. Made it fit perfectly. I put a piece of foil inside that gap that is for lines or something coming out of the smart meter. My meter is flat to the box it's on, so I filled the gap. Does it work? I hope so, but I don't have a meter of my own to test it. I took the pictures online from reviewers as true. My smart meter was directly outside the wall of my bedroom next to a window. The power company wanted $38 to come out and exchange it for an analog meter and I would have had to pay $26 monthly for the privilege of having no EMF next to my bedroom 5 feet from me.",5,1,1,2020-09-05,B075KMT5HW,285
286,A must have!,Duke gave our neighborhood no choice but to accept Smart meters or decline and pay additional $98 per month on our already high electric bill. I immediately ordered this but in the time waiting for arrival sleep disturbance and heart palpitations. Within 2 days of installing shield I'm back to normal. Trying to convince neighbor but she doesn't believe.,5,1,4,2020-05-16,B075KMT5HW,286
287,It Is Exactly What We Expected,"What can I say about this smart meter cover? Well...it isn't too flimsy. It should last a few years. The item looks and covers the meter exactly as it was described. It was easy to put over the meter. It fits securely. I have no idea if it works or not, because I don't have a meter to measure the frequency output. Nevertheless, I bought the item knowing that, so I can hardly lay fault on the seller.",5,1,3,2018-12-13,B075KMT5HW,287
288,"Good quality, great price - fits perfectly","Fit well with included foam strip, fast shipping, we definately notice a better sleep. Would buy again.",5,1,6,2018-10-13,B075KMT5HW,288
289,My electric company couldn't read the meter,"They said to remove it because they couldn't get a meter reading.
Additionally, they said it's a hoax and to save my money.",2,1,6,2019-04-03,B075KMT5HW,289
290,"Helped with arthritis, digestive issues, and blood pressure","I put this on my smartmeter the day I received it, and I noticed one significant difference the next day. For the past 7-8 years, everyday in the morning when I get out of bed my feet hurt so bad. I limp around until they ""warm up."" The next day after installation my feet didn't hurt in the morning and haven't hurt since. I wake up and can walk just fine! I've also noticed a difference in my digestion and blood pressure (which randomly started getting sky high for no reason starting last year). Quite literally, the day or so after installing these things. However, I have noticed these severe headaches. I'm not sure it's if it's a sign of detox, but I have put the meter guard on, a cage over my wifi, gaurds for my computer and cell phone. I have done this all at once, and I'm having headaches like I've never had before. Has anyone else noticed this?",5,1,1,2020-10-18,B075KMT5HW,290
